Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Average_Working_Hours
23,Yes,Travel_Rarely,Research & Development,12,2,Medical,1,956,Male,2,Research Scientist,Divorced,75250,1,Y,14,8,2,3,2,3,0,2,3,4,3,3,3,9.220522676
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,957,Male,1,Research Scientist,Married,48340,1,Y,14,8,0,9,1,8,6,7,3,4,3,4,3,8.505449791
35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,958,Male,3,Sales Executive,Single,20420,0,Y,16,8,0,6,2,5,1,4,1,4,4,3,3,8.161027659
43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,959,Male,2,Sales Executive,Married,22200,1,Y,11,8,0,10,2,10,8,8,4,4,3,1,3,8.093515046
24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,960,Male,3,Sales Executive,Married,10520,1,Y,13,8,0,5,3,5,0,4,3,3,3,3,3,6.711200604
41,No,Travel_Rarely,Sales,6,4,Marketing,1,961,Male,1,Research Scientist,Single,28210,1,Y,17,8,0,10,3,10,8,7,4,3,3,3,3,7.034598365
29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,962,Male,2,Research Scientist,Married,192370,9,Y,11,8,1,9,2,5,1,2,4,3,3,3,3,7.925632516
36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,963,Female,3,Research Scientist,Single,41070,3,Y,11,8,1,17,2,13,6,7,3,4,2,1,3,6.286331169
45,No,Non-Travel,Sales,2,3,Life Sciences,1,964,Female,2,Manufacturing Director,Married,83960,3,Y,15,8,2,25,3,23,14,4,3,3,2,2,3,6.297184716
24,Yes,Travel_Rarely,Sales,6,2,Medical,1,965,Female,2,Manager,Married,20070,1,Y,12,8,0,1,2,1,0,0,4,3,3,2,3,6.382531646
47,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,966,Female,2,Sales Executive,Married,196270,7,Y,11,8,2,25,1,23,14,10,3,3,1,3,3,6.786419362
26,No,Travel_Rarely,Research & Development,9,1,Medical,1,967,Male,1,Sales Executive,Married,106860,1,Y,14,8,1,3,2,3,0,2,4,3,4,3,3,7.719782313
45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,968,Male,1,Research Director,Single,29420,1,Y,22,8,1,21,4,21,8,6,4,2,3,3,4,6.578455702
32,No,Travel_Frequently,Sales,1,1,Marketing,1,969,Male,2,Laboratory Technician,Married,88580,6,Y,16,8,1,10,2,5,1,3,1,3,2,3,3,6.908069076
31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,1,970,Male,1,Sales Executive,Married,167560,1,Y,11,8,2,6,5,5,0,3,2,3,4,3,3,7.190400828
41,No,Non-Travel,Sales,2,2,Medical,1,971,Male,2,Research Scientist,Married,107980,6,Y,14,8,2,10,5,3,1,2,3,2,3,1,3,7.72273088
40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,1,972,Male,1,Healthcare Representative,Married,23230,2,Y,16,8,1,18,2,1,0,0,2,1,3,3,3,9.783942804
24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,973,Female,1,Research Scientist,Divorced,14160,1,Y,15,8,1,6,3,6,1,2,2,1,4,2,3,5.991006944
46,No,Travel_Rarely,Research & Development,6,3,Medical,1,974,Male,4,Sales Executive,Single,46150,6,Y,12,8,0,19,3,10,0,9,3,2,3,2,3,7.575745674
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,975,Male,1,Laboratory Technician,Married,24610,2,Y,20,8,1,17,4,7,0,7,4,3,3,3,4,7.379968043
30,No,Travel_Rarely,Sales,9,4,Marketing,1,976,Male,1,Laboratory Technician,Married,87220,1,Y,17,8,1,10,3,10,0,8,2,4,2,3,3,7.276453178
47,No,Non-Travel,Research & Development,3,2,Life Sciences,1,977,Female,2,Sales Executive,Married,39550,7,Y,12,8,1,4,5,1,0,0,3,2,1,3,3,7.688438534
46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,978,Female,3,Sales Executive,Divorced,99570,4,Y,20,8,0,13,1,10,0,3,3,4,2,3,4,9.799356662
36,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,979,Male,2,Manufacturing Director,Divorced,33760,5,Y,20,8,0,16,3,2,2,2,2,1,3,3,4,10.37702115
32,Yes,Travel_Rarely,Research & Development,26,3,Medical,1,980,Female,2,Research Director,Single,88230,6,Y,13,8,2,10,3,0,0,0,1,2,3,3,3,7.014081726
23,No,Travel_Rarely,Sales,6,4,Life Sciences,1,981,Male,3,Manufacturing Director,Single,103220,1,Y,14,8,2,3,2,3,1,2,3,2,1,3,3,6.02629669
31,No,Travel_Frequently,Sales,3,3,Marketing,1,982,Male,2,Sales Executive,Single,46210,2,Y,18,8,1,9,3,5,1,4,4,4,2,3,3,6.461306022
39,No,Non-Travel,Research & Development,3,3,Life Sciences,1,983,Female,2,Manufacturing Director,Married,109760,1,Y,11,8,0,9,3,9,5,8,4,4,3,2,3,10.19846491
32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,984,Male,1,Research Scientist,Married,36600,3,Y,11,8,2,10,0,4,0,2,4,3,1,2,3,7.598678005
40,No,Travel_Rarely,Sales,6,3,Life Sciences,1,985,Male,3,Manufacturing Director,Single,104820,1,Y,11,8,1,21,6,21,12,8,2,2,2,2,3,7.906652949
45,No,Travel_Rarely,Research & Development,19,4,Medical,1,986,Male,1,Sales Representative,Married,71190,4,Y,15,8,0,9,2,5,0,3,3,3,4,3,3,7.786297454
30,No,Travel_Frequently,Sales,9,3,Life Sciences,1,987,Male,1,Research Director,Single,95820,0,Y,12,8,1,10,2,9,0,7,4,1,3,3,3,6.223947492
24,No,Travel_Frequently,Sales,3,4,Marketing,1,988,Male,1,Sales Executive,Married,45080,0,Y,11,8,1,3,5,2,2,1,1,4,,3,3,5.950861702
30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,1,989,Female,1,Human Resources,Divorced,22070,6,Y,14,8,0,6,4,4,1,2,3,4,2,3,3,6.717698068
31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,990,Male,3,Laboratory Technician,Married,77560,1,Y,15,8,2,6,3,5,0,2,1,3,3,4,3,7.609416667
27,No,Travel_Rarely,Sales,3,3,Life Sciences,1,991,Male,1,Manager,Single,66940,1,Y,13,8,1,6,2,6,1,4,3,4,2,2,3,6.303799127
29,Yes,Travel_Rarely,Sales,4,3,Marketing,1,992,Male,5,Research Scientist,Single,36910,1,Y,13,8,0,2,3,2,2,2,2,2,3,3,3,6.805719311
29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,993,Female,1,Sales Executive,Single,23770,8,Y,21,8,1,10,2,3,0,2,4,3,4,3,4,8.804921296
30,No,Travel_Rarely,Sales,7,3,Life Sciences,1,994,Male,3,Sales Executive,Divorced,23130,2,Y,11,8,0,12,5,7,1,7,3,1,3,3,3,8.030652958
34,No,Travel_Rarely,Research & Development,1,2,Medical,1,995,Female,2,Healthcare Representative,Married,176650,0,Y,11,8,0,6,5,5,1,2,4,4,3,2,3,9.935644632
33,No,Non-Travel,Research & Development,2,4,Medical,1,996,Male,1,Sales Representative,Single,25960,8,Y,14,8,1,13,4,11,1,7,4,2,2,3,3,7.386259747
49,No,Travel_Rarely,Sales,3,4,Marketing,1,997,Male,1,Sales Executive,Single,47280,3,Y,11,8,1,8,4,5,0,4,4,4,4,3,3,7.697562105
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,998,Male,1,Sales Executive,Single,43020,2,Y,13,8,0,11,3,0,0,0,1,1,2,1,3,8.278268762
38,No,Travel_Frequently,Research & Development,28,3,Medical,1,999,Male,1,Healthcare Representative,Married,29790,4,Y,12,8,1,9,3,6,0,5,3,2,2,3,3,7.878654195
31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,1,1000,Male,2,Laboratory Technician,Married,168850,2,Y,14,8,2,10,2,1,0,0,1,3,3,3,3,6.192529844
29,No,Travel_Rarely,Research & Development,3,4,Other,1,1001,Female,2,Sales Representative,Divorced,55930,1,Y,13,8,1,1,3,1,0,0,4,1,3,3,3,6.292075959
30,No,Travel_Rarely,Research & Development,2,1,Medical,1,1002,Male,1,Sales Representative,Married,104450,3,Y,18,8,1,10,3,7,1,7,3,3,3,3,3,6.826139005
32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,1003,Female,1,Laboratory Technician,Single,87400,2,Y,11,8,1,12,2,7,0,7,2,2,3,3,3,6.016168372
38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,1,1004,Female,1,Manufacturing Director,Married,25140,3,Y,11,8,0,15,2,1,1,0,2,4,3,2,3,9.019432624
43,Yes,Travel_Frequently,Research & Development,1,4,Other,1,1005,Male,3,Sales Executive,Married,76550,9,Y,12,8,1,6,3,1,0,0,3,3,3,3,3,8.407244213
42,No,Travel_Rarely,Human Resources,1,3,Other,1,1006,Female,1,Healthcare Representative,Divorced,174650,8,Y,13,8,1,7,3,5,0,4,2,2,2,3,3,6.683682336
55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1007,Female,1,Sales Executive,Married,73510,8,Y,20,8,1,34,3,1,0,0,3,1,3,3,4,7.606161398
33,No,Non-Travel,Research & Development,14,3,Other,1,1008,Male,1,Research Scientist,Divorced,108200,5,Y,12,8,0,11,2,9,1,7,4,2,2,3,3,6.713771552
41,No,Travel_Rarely,Research & Development,5,3,Medical,1,1009,Male,1,Sales Representative,Divorced,121690,1,Y,19,8,0,5,2,5,0,4,3,1,3,3,3,6.261173873
34,No,Non-Travel,Research & Development,7,4,Medical,1,1010,Female,1,Research Scientist,Divorced,196260,1,Y,21,8,0,15,5,15,0,7,4,3,3,2,4,8.174600186
53,No,Non-Travel,Research & Development,10,4,Medical,1,1011,Male,2,Healthcare Representative,Married,20700,4,Y,13,8,2,27,2,3,0,2,1,3,2,4,3,8.107574234
43,No,Travel_Rarely,Sales,16,2,Marketing,1,1012,Female,1,Laboratory Technician,Single,67820,0,Y,16,8,1,10,2,9,1,8,2,4,3,3,3,6.088437797
34,No,Travel_Rarely,Sales,10,2,Life Sciences,1,1013,Female,5,Sales Executive,Single,77790,5,Y,12,8,1,6,2,2,2,2,4,4,3,3,3,7.7034301
21,Yes,Travel_Rarely,Sales,1,2,Marketing,1,1014,Male,5,Healthcare Representative,Single,27910,1,Y,14,8,0,1,3,1,1,0,2,2,3,4,3,7.487674941
38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1015,Female,2,Sales Executive,Married,32010,1,Y,11,8,1,5,3,5,0,4,4,3,3,2,3,6.379568032
22,Yes,Travel_Rarely,Research & Development,1,3,Other,1,1016,Male,4,Research Scientist,Married,49680,1,Y,14,8,0,1,3,1,0,0,3,1,3,3,3,8.877802926
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1017,Male,5,Sales Executive,Married,131200,1,Y,12,8,2,13,6,12,5,7,1,4,3,2,3,7.294315134
51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1018,Female,1,Manager,Married,40330,2,Y,14,8,0,15,2,2,2,2,1,3,3,3,3,6.720105485
37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,1019,Male,2,Sales Executive,Married,32910,1,Y,16,8,3,5,2,5,0,3,2,2,3,2,3,7.974443297
46,No,Travel_Rarely,Sales,3,4,Marketing,1,1020,Female,1,Sales Representative,Divorced,42720,7,Y,13,8,0,24,3,2,2,2,3,4,3,4,3,10.01920748
36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,1021,Female,4,Research Scientist,Married,50560,7,Y,12,8,0,15,2,12,5,7,4,1,3,2,3,9.546405093
44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,1,1022,Male,1,Research Scientist,Divorced,28440,1,Y,12,8,0,6,2,5,2,3,3,2,2,4,3,9.284885266
37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,1,1023,Male,2,Sales Executive,Divorced,27030,2,Y,14,8,0,19,2,10,4,7,3,2,2,3,3,6.111245127
35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,1024,Male,2,Research Scientist,Single,19040,1,Y,22,8,1,10,4,10,7,7,3,4,3,3,4,8.59096919
33,No,Travel_Rarely,Research & Development,8,5,Medical,1,1025,Male,2,Laboratory Technician,Married,82240,6,Y,19,8,0,14,3,10,7,6,4,1,3,3,3,8.001345805
28,No,Travel_Rarely,Sales,9,3,Medical,1,1026,Female,2,Sales Executive,Married,47660,1,Y,12,8,0,5,3,5,0,3,3,4,4,3,3,7.398159874
39,No,Travel_Rarely,Sales,3,4,Marketing,1,1027,Female,2,Laboratory Technician,Single,26100,7,Y,12,8,0,9,2,4,2,2,3,3,3,2,3,6.896431892
46,No,Non-Travel,Research & Development,9,2,Life Sciences,1,1028,Male,2,Manufacturing Director,Single,57310,8,Y,17,8,0,6,2,2,2,2,2,2,3,3,3,6.693008688
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,1029,Male,1,Research Director,Married,25390,4,Y,12,8,1,7,3,4,0,2,3,1,2,3,3,6.599432367
42,No,Travel_Rarely,Research & Development,7,4,Other,1,1030,Female,2,Laboratory Technician,Married,57140,5,Y,11,8,0,10,2,0,0,0,2,1,2,3,3,6.59779822
35,No,Non-Travel,Sales,10,1,Life Sciences,1,1031,Female,2,Research Director,Divorced,43230,2,Y,18,8,3,15,3,7,1,7,2,4,3,3,3,6.677146038
38,No,Non-Travel,Sales,6,4,Marketing,1,1032,Male,3,Sales Executive,Divorced,73360,5,Y,11,8,0,13,3,11,3,8,1,2,3,3,3,7.802694672
34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1033,Male,1,Manufacturing Director,Married,134990,4,Y,23,8,2,11,2,7,0,7,4,1,2,4,4,7.893937198
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1034,Male,1,Laboratory Technician,Single,137580,1,Y,11,8,1,10,5,10,0,8,4,1,1,3,3,6.208432785
39,No,Travel_Frequently,Research & Development,2,1,Medical,1,1035,Male,2,Healthcare Representative,Divorced,51550,2,Y,18,8,1,7,3,2,2,2,3,4,3,2,3,6.198692469
43,No,Non-Travel,Human Resources,8,5,Medical,1,1036,Female,3,Sales Executive,Single,22580,4,Y,18,8,0,7,2,3,1,2,1,3,2,3,3,7.418051868
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1037,Male,3,Research Scientist,Single,35970,3,Y,13,8,1,11,2,3,1,2,2,2,1,1,3,7.800170213
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,1038,Male,3,Laboratory Technician,Divorced,25150,0,Y,18,8,0,23,2,22,13,5,3,3,4,2,3,10.32341872
30,No,Travel_Rarely,Sales,26,3,Marketing,1,1039,Female,2,Manager,Single,44200,9,Y,11,8,0,9,3,7,0,2,1,3,3,3,3,7.069740664
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1,1040,Female,3,Sales Executive,Married,65780,0,Y,15,8,2,6,3,5,1,4,4,2,3,2,3,8.694336957
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,1041,Male,1,Sales Executive,Married,44220,4,Y,11,8,1,13,2,9,3,7,4,2,4,3,3,7.967791383
40,No,Travel_Rarely,Sales,27,2,Medical,1,1042,Female,3,Sales Executive,Divorced,102740,4,Y,18,8,0,12,3,5,0,3,3,4,3,3,3,6.591388889
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1043,Male,2,Laboratory Technician,Married,53430,1,Y,14,8,0,10,5,10,4,8,2,3,3,2,3,7.373935584
58,No,Non-Travel,Research & Development,2,4,Medical,1,1044,Male,1,Laboratory Technician,Divorced,23760,4,Y,12,8,1,37,3,16,14,14,2,2,2,3,3,6.604357567
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,1045,Female,3,Manufacturing Director,Married,53460,0,Y,14,8,0,6,3,5,0,3,2,3,4,2,3,7.404206871
47,No,Travel_Rarely,Research & Development,19,5,Medical,1,1046,Female,2,Research Scientist,Divorced,28270,8,Y,14,8,1,28,3,22,14,10,3,2,3,3,3,10.70971158
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1047,Male,2,Manager,Divorced,199430,2,Y,13,8,1,15,3,7,7,7,2,1,3,3,3,7.227238631
54,No,Travel_Rarely,Sales,27,4,Medical,1,1048,Male,1,Research Scientist,Married,31310,4,Y,14,8,0,14,3,7,1,7,4,4,2,2,3,7.084196992
31,No,Travel_Frequently,Sales,8,4,Other,1,1049,Female,3,Manufacturing Director,Married,25520,2,Y,18,8,0,9,2,3,2,2,1,1,3,3,3,7.490906619
28,No,Travel_Rarely,Sales,1,2,Life Sciences,1,1050,Male,3,Manager,Married,44770,1,Y,15,8,0,3,6,3,1,2,3,1,3,3,3,7.552442029
38,No,Travel_Rarely,Research & Development,19,3,Medical,1,1051,Female,2,Manufacturing Director,Married,64740,2,Y,13,8,2,20,3,4,0,3,2,4,2,1,3,9.511932773
26,No,Travel_Rarely,Sales,8,3,Marketing,1,1052,Female,1,Healthcare Representative,Single,30330,1,Y,12,8,0,5,2,5,1,2,3,4,3,2,3,6.121894468
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,1053,Female,1,Sales Representative,Married,29360,2,Y,13,8,1,23,3,2,2,2,1,3,3,3,3,9.588722222
18,No,Non-Travel,Research & Development,2,3,Life Sciences,1,1054,Male,3,Sales Representative,Single,186060,1,Y,24,8,2,0,4,0,0,0,2,3,1,3,4,7.652531915
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1055,Male,3,Laboratory Technician,Married,21680,0,Y,14,8,1,2,2,1,0,0,4,1,3,3,3,6.11072104
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1,1056,Male,1,Manager,Divorced,28530,4,Y,14,8,1,4,5,2,2,0,1,1,3,2,3,8.695968221
45,No,Non-Travel,Sales,1,4,Technical Degree,1,1057,Male,1,Research Scientist,Married,170480,4,Y,15,8,0,10,3,8,5,7,3,3,4,2,3,7.203180077
36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,1058,Female,5,Laboratory Technician,Married,22900,4,Y,11,8,0,15,5,1,0,0,4,2,3,3,3,10.65882033
43,No,Travel_Frequently,Sales,8,3,Medical,1,1059,Male,1,Research Director,Married,36000,1,Y,23,8,0,7,2,7,7,7,1,4,3,3,4,6.996897343
27,No,Travel_Frequently,Sales,8,4,Life Sciences,1,1060,Male,5,Research Scientist,Single,21070,0,Y,13,8,0,6,2,5,0,2,4,4,2,3,3,10.20604109
29,No,Travel_Frequently,Research & Development,6,2,Medical,1,1061,Male,1,Human Resources,Married,41150,1,Y,11,8,0,11,1,11,3,10,4,4,4,3,3,7.693395452
32,No,Travel_Frequently,Sales,9,4,Life Sciences,1,1062,Male,4,Sales Executive,Single,43270,8,Y,13,8,0,4,4,0,0,0,4,4,4,3,3,7.601602657
42,No,Non-Travel,Research & Development,11,3,Medical,1,1063,Male,1,Manager,Married,178560,3,Y,18,8,0,10,2,6,3,3,3,3,2,3,3,6.490872011
47,No,Travel_Rarely,Sales,2,2,Life Sciences,1,1064,Female,5,Manager,Single,31960,4,Y,14,8,1,7,3,2,2,0,2,3,3,2,3,6.100282694
46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1065,Female,1,Laboratory Technician,Divorced,190810,3,Y,21,8,0,12,2,9,4,7,4,4,2,3,4,7.237116013
28,No,Non-Travel,Research & Development,7,3,Life Sciences,1,1066,Male,1,Sales Executive,Divorced,89660,1,Y,16,8,1,3,3,3,2,2,3,4,3,2,3,7.694691226
29,No,Travel_Rarely,Research & Development,16,3,Medical,1,1067,Female,1,Manufacturing Director,Divorced,22100,8,Y,11,8,1,11,4,7,1,6,4,3,3,3,3,7.998587061
42,No,Travel_Rarely,Sales,2,4,Medical,1,1068,Female,2,Research Director,Single,45390,4,Y,17,8,1,8,5,0,0,0,4,3,3,3,3,6.593369064
32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,1069,Male,2,Laboratory Technician,Single,27410,7,Y,11,8,0,7,3,2,2,2,3,2,2,3,3,10.41163971
46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,1070,Male,2,Laboratory Technician,Divorced,34910,2,Y,14,8,0,25,0,19,2,8,1,1,3,3,3,7.8707493
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,1071,Female,5,Research Scientist,Married,45410,1,Y,14,8,2,9,4,9,5,8,2,3,3,4,3,7.082472101
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,1072,Male,3,Sales Executive,Married,26780,1,Y,25,8,1,1,3,1,0,0,4,2,3,3,4,7.980670213
43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1073,Male,1,Manufacturing Director,Married,73790,7,Y,13,8,2,21,3,16,6,14,1,3,3,2,3,6.301853765
48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1074,Female,2,Manager,Married,62720,4,Y,14,8,0,29,3,22,12,9,4,2,3,2,3,6.104008439
29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1,1075,Female,1,Laboratory Technician,Single,52200,1,Y,17,8,0,1,3,1,1,0,4,4,2,2,3,8.589410019
46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,1076,Female,2,Sales Representative,Married,27430,5,Y,25,8,1,14,1,8,0,7,3,2,3,4,4,7.884351449
27,No,Travel_Frequently,Research & Development,16,4,Medical,1,1077,Male,3,Healthcare Representative,Married,49980,0,Y,20,8,2,8,3,7,7,3,4,1,2,3,4,7.683338002
39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,1078,Male,3,Healthcare Representative,Divorced,102520,8,Y,13,8,1,7,3,2,2,2,,4,3,3,3,6.520391204
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1079,Female,1,Human Resources,Married,27810,8,Y,13,8,1,19,2,5,0,4,2,4,4,3,3,6.234294962
28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,1080,Male,2,Laboratory Technician,Married,68520,1,Y,18,8,1,1,2,1,0,0,2,2,3,4,3,7.032183064
30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1,1081,Female,2,Sales Executive,Single,49500,1,Y,12,8,2,1,3,1,0,0,2,4,2,3,3,7.69290692
22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1,1082,Female,2,Laboratory Technician,Single,35790,1,Y,19,8,3,1,3,1,0,0,4,2,3,3,3,10.50380773
36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,1083,Male,1,Sales Executive,Married,131910,1,Y,14,8,1,10,2,10,1,7,2,3,3,2,3,9.495159243
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1084,Female,5,Manager,Divorced,103770,1,Y,14,8,0,10,2,10,0,2,2,3,3,3,3,7.479487994
34,No,Travel_Rarely,Sales,14,2,Technical Degree,1,1085,Female,1,Sales Executive,Married,22350,2,Y,14,8,1,9,2,5,1,0,3,4,3,3,3,8.122622655
29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,1086,Female,1,Sales Executive,Single,105020,3,Y,12,8,0,11,4,3,1,2,4,1,3,2,3,7.120189934
37,No,Travel_Rarely,Research & Development,7,2,Medical,1,1087,Male,1,Manufacturing Director,Married,20110,5,Y,13,8,0,16,4,5,0,4,4,1,3,4,3,8.666963519
35,No,Travel_Rarely,Sales,2,1,Technical Degree,1,1088,Male,2,Laboratory Technician,Married,18590,0,Y,25,8,1,4,2,3,0,2,4,2,3,2,4,10.47049611
45,No,Travel_Rarely,Research & Development,3,3,Medical,1,1089,Female,2,Sales Executive,Married,37600,0,Y,14,8,1,10,2,9,3,8,2,4,2,2,3,7.10664371
36,No,Travel_Frequently,Research & Development,5,3,Medical,1,1090,Female,4,Manufacturing Director,Single,177790,1,Y,17,8,1,10,5,10,0,8,2,4,2,1,3,6.496840431
40,No,Travel_Rarely,Research & Development,3,3,Other,1,1091,Male,1,Sales Executive,Divorced,68330,2,Y,13,8,0,22,3,19,11,16,1,1,3,3,3,6.775284608
26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,1092,Male,2,Human Resources,Married,68120,1,Y,13,8,0,1,2,1,1,0,2,3,2,2,3,9.301751867
27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1093,Male,2,Manufacturing Director,Single,51710,0,Y,20,8,1,9,1,8,0,7,1,3,,2,4,7.590319865
48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1094,Male,2,Research Director,Divorced,197400,3,Y,14,8,0,24,2,22,4,7,4,4,3,4,3,7.232274806
44,No,Travel_Rarely,Sales,1,2,Medical,1,1095,Male,4,Manager,Married,187110,2,Y,12,8,1,10,0,2,2,2,2,1,3,3,3,7.077287921
34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1,1096,Female,1,Sales Representative,Married,36920,1,Y,12,8,1,5,5,5,3,0,4,1,3,3,3,10.18785106
56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,1097,Female,5,Sales Executive,Single,25590,1,Y,21,8,0,5,3,4,1,0,1,4,3,3,4,6.864824435
36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,1098,Female,3,Healthcare Representative,Married,25170,2,Y,14,8,0,12,3,4,1,3,3,2,1,3,3,7.289100877
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1099,Female,1,Sales Executive,Married,66230,5,Y,18,8,0,14,3,5,1,4,3,2,3,3,3,6.413640223
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1100,Female,2,Sales Executive,Married,182650,9,Y,12,8,1,18,4,13,5,7,3,1,4,3,3,7.383247126
31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,1101,Female,1,Sales Executive,Divorced,161240,2,Y,23,8,1,8,2,5,1,4,3,4,3,2,4,8.327236652
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,1102,Female,3,Laboratory Technician,Married,25850,3,Y,12,8,0,9,5,4,0,1,4,4,2,3,3,9.212509298
31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,1103,Female,3,Manufacturing Director,Divorced,182130,8,Y,21,8,2,4,3,2,2,2,1,3,2,4,4,6.801304143
26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,1104,Male,2,Healthcare Representative,Married,83800,,Y,14,8,0,8,3,7,7,7,3,4,3,4,3,6.074546784
45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,1105,Female,2,Manager,Single,29940,4,Y,18,8,1,12,2,4,0,3,2,3,3,3,3,7.78496732
33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,1106,Female,5,Sales Executive,Single,12230,1,Y,13,8,1,10,3,10,0,9,2,3,2,3,3,6.450172246
28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,1107,Male,4,Research Scientist,Married,11180,1,Y,11,8,0,7,3,7,0,7,3,4,3,3,3,10.60359822
29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,1108,Male,2,Sales Executive,Single,28750,1,Y,11,8,0,1,3,1,0,0,3,1,3,3,3,6.806472222
39,No,Non-Travel,Research & Development,8,5,Medical,1,1109,Female,2,Sales Representative,Married,188240,6,Y,19,8,1,10,4,3,1,2,1,3,3,3,3,6.294956522
27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,1110,Male,2,Healthcare Representative,Married,135770,1,Y,12,8,1,6,2,5,1,2,2,2,2,3,3,7.285151072
