Polarity,Comment,Sentiment_Category
label1," Once again R kelly has done it.......but did we want him to.: R kelly's carrer is full of contradictions. On one song he's singing about how good GOD is, then the next song he's Feeling on ya Boody. R kelly has so much potential to be a respectful artist. But if he continues on the corse he is now, the qualtiy of his character will continue to be decline along with his music.",Negative
label1," Resurection Day: How many of other readers purchased this book and got to page 277 and found the pages blank to 477? The store it was purchased at was going to just exchange it however in review of the 5 they had in stock, all had the same blank pages. The store then refunded my money. The book was great up until then.",Negative
label1," Not for me: I'm accustomed to Dansko, Sanita, and Allegria shoes, which are all very comfortable, but require a break in period. I'm ok with that. But these never seemed to get broken in. Maybe my feet are just used to soles on my regular brands. I'm on my feet 9 hours a day, on concrete, walking around and up and down stairs, for several miles a day, sometimes with long periods standing (I'm an adult-education instructor). I have heard so many great things about chucks and really wanted a different shoe I could wear from time to time, and was hoping these would be it. I wear a 10 (40) in women's and the 8.5 chucks fit my foot well (thankful I read the other reviews and knew what size to order) but they just aren't the shoe for me.",Negative
label1," Linen Chef Jacket: This chef coat is very, very large (I ordered a med.) if you are a ladies size 16 or larger this may fit you -- but the coat has no shaping whatsoever -- so you will look like a big marshmallow (mine is white) -- also, where the collar meets at the neck has a very large space -- which is not traditional and looks very odd. The fabric quality is OK, which for the price is not so great. Perhaps this was cut for men, but the buttons and fabric would make it too girly. This coat design needs to be amended and shaped and the overlap (where the buttons cross over) needs to be re-thought as the fabric hangs down and bunches under the coat -- so the bottom hem is not 'clean' -- it needs a button underneeth or something to stop that from happening.",Negative
label1, hate it: I have been reading this book in my intro to native american studies.. and I hate it... I feel it give the wrong image towards northwest native history...,Negative
label1, Be careful scrapbookers!!! This is NOT like the original Cropper Hopper!: Be careful scrapbookers!!! This is NOT like the original Cropper Hopper! It is not deep enought to fit 12X12 paper. Don't make the same mistake I did!,Negative
label1," Poor product from dishonest dealer: Ordered two, and billed for two, as Christmas presents. Received one, which was a misassembled plastic piece of garbage. Oh well, my fault for buying jewelry over the net. Should, at least, receive what I ordered, however. So I wrote the dealer to either send the second one or issue a refund. Never could get a reply. Threw the one that had arrived in the trash. Would have given this a negative rating, if ""1"" were not the lowest number available.",Negative
label1," unseen is the word: I read this book two years ago and had the opportunity to participate in an interview with the author on National Public Radio. Ms. Gibbons was gracious, of course, but she could not answer the obvious difficulties in this book. The chronology is confused, and while the book reaches for important issues, ie the need for a young girl to have a mother, the treatment of the characters is shallow. The longing is there, and it is expressed well, but ultimately, the miraculous ""healing"" of the mother and her immediate death after her restoration--undermine whatever strength was in the novel.The one character that the reader has no trouble believing is Pearl, the caring maternal housekeeper. She is a jewel of characterization, much needed and appreciated in this novel.",Negative
label1," Definitely not Prodigy's best material: Maybe it's because I've been listening to the energetic and inspired electronic music of german industrial/EBM for the past few years. Or perhaps it's just Prodigy did not put enough effort into this release. Whatever the reason, I can't recommend this single...Baby's Got A Temper just does not catch the attention of my ears. In ways it does mimic the style of a few of Prodigy's past songs with the break beats and repeating synth lines, but it just can't match the magic of their former hits like Breathe and Firestarter. The remixes of Baby's Got A Temper are not really that much to look forward to on this single either. Even die-hard Prodigy fans should find somewhere to listen to this single first before buying it. Hopefully Prodigy's upcoming album will incorporate some more inspired songs for redemption from this lackluster single.",Negative
label1, [bad deal]: Listin to The velvet underground's Murder Mystery and then listen to chop suey. You can not tell me they didn't rip that intro from the velvets.I Dont care about this CD I just felt like saying that they ripped the velvet underground's murder mystery off.,Negative
label1," I may have enjoyed this album, had i been deaf!: I may have enjoyed this album, had i been 14 years old or deaf. Strangely enough i listen to new and old metal but there is somethin about this band i dont like, #1 his voice is very annoying from the get go, where are they going with this garbage.Its been awhile since weve seen some fresh new metal/music that is decent and i have a feeling something is coming cause if it isnt,i dont think this genre will be pop much longer.",Negative
label1, Bunch of Garbage: There is only 2 good songs on this cd and you here them on the radio all the time. This is depressing dreadful music I wanted to slash my wrist after listening to it but instead I broke it and toss it in the trash can were it belongs.,Negative
label1," Complete Liberal Garbage!!: This music is sooo old and tired. These punks are your typical angry Californians...you know the ones...""Lets all Riot, and then cry discrimination when the Police arrest us for commiting crimes, lets overthrow the corupt government, the government puts too many people in jail"" etc, etc. Blah Blah. (...) Anyway, musically the CD is average, and lirically the CD is terrible. Only a cute video and MTV's air play (...) have brought commercial success to these sad sacks. (...)",Negative
label1," Um......: Ok..... Chop suey is the only good song on this cd.. if u expect that this cd will be like there Last LP that's where your wrong.. they seem to have a christian\gospel touch...insted more of a heavy metal\rock touch... if u want some real metal\rock try Slipknot,Static-x,Disturbed,Slayer,pentara and more artists like that.",Negative
label1," global puzzle: poor Adam Crall, reviewer. Cameroon is its own, French-speaking nation in Africa. It is NOT in South Africa, which is also an independent nation.",Negative
label1, I'll Pass on this next time.: Bought 2 of these with the idea of keeping one and giving the other to my mother. Neither worked well and failed soon after using. The seller was magnificent and refunded our money.,Negative
label1," Lamebrain to the hill.: Lamebrain film that not only rips off a much better film out there (The prophecy) but also lacks the thrills that movie had in spades. Keanu Reeves is still his same self here, which means that he gives another boring acting turn. His fellow co-stars do far more in their parts with Rachel Weisz being the stand out, giving a great performance that has resonance and guts. Djimon Hounsou is good as well but he's barley in the film plus Peter Stormare and Tilda Swinton have great cameos that really should have been bigger roles. Weisz, Hounsou Stormare and Swinton give far more acting weight to this lame brain horror movie than it deserved and for that, they are worthy of the praise (Especially Rachel Weisz, who does lift this movie above the mediocre garbage it's really is.) but regardless of their worthy acting turns, the movie is plague by a script that really does not make any sense and a director who does no know how to direct a movie.",Negative
label1," Overblown Mess: This is bad. Really. Perhaps it is one of those movies which can only be fully understood or enjoyed if familiar with the comic that originated it. It does not even have the redeeming quality of being a decent action film. Guilty of the worst capital sin of the kingdom of entertainment: boring, boring and boring. For that alone, it will burn in cinematic hell.",Negative
label1," Where is Mystery Science Theater 3000 when you really need it?: Extremely awful Keanu Reeves stinker that not only lives up to the word of mouth but surpasses it in spades. Keanu proves once and for all on how bad an actor he is with a groundbreaking bad performance and a script that helps him out a lot in proving that. Only his co-stars come out of this film with their heads held up high with great performances by Rachel Weisz, Djimon Hounsou, and Peter Stormare but not even their great performances can salvage this disaster. This is fresh material for the show "" Mystery Science Theater 3000"" and I hope they can get a print of this movie and tear it apart for the garbage it really is.",Negative
label1," Weak, very weak.: Dumb Keanu Reeves horror epic that is not only the actors worse film by far but a bad film in it's own right. Keanu is just wrong for the role and the script is joke in many ways. Most of the performances are not very good. (Shia LaBeouf was horrible and made Keanu look like an Oscar winner by comparison) The only performance of merit is that of Rachel Weisz and she literally keeps you glued to your seat with her powerful and emotional performance. Unfortunately, while she gives her all, the rest of the movie is in self destruction mold all around her with bad special effects, very bad dialog and a story that makes no sense what so ever.I stand with the majority, Rachel Weisz is the only good thing about this film, so wait for Dvd to see this film and in the mean time rent Runaway Jury or the Shape of things. Two very good movies that compliment Weisz's performance unlike this one does.",Negative
label1," Should have read the reviews before I saw it.: Terrible adaptation of the great comic book ""Hellblazer"" is nothing short of a spit in the eye of the fans of the comic book with a terrible and down right crude performance by Keanu Reeves, who makes a joke out of one of the most beloved cult comic book characters made in the last twenty years. His performance is bad to the point of wanting to throw something at the screen just out of sheer rage. The screenplay is a joke and the dialog rages from bad to much worse as the movie progresses and the special effects are so badly done that the monsters would have been better off if they were puppets instead. Some of the actors in the film are better than the film itself with great performances by Rachel Weisz, who is the only ray of light this movie really has and Djimon Hounsou, who is the only actor who does his comic book character any justice. Despite Rachel Weisz, the movie is bad and not even her talent could have saved it.",Negative
label1," Why did Warner Brothers release this garbage?: This movie is garbage, stay home and save your money. My friendsand I were trying to stay awake through the entire film, although I don't know why. Sleeping would have been a more productive use of our time, rather than wasting time trying to figure out this film. When the old tired plot finally starts to unravel, we didn't care what was going on. I felt that the actors are an insignificant part of this movie, they don't matter. In other words, this film is so bad, it doesn't matter who was in front of the camera, no one could save this trash. The film is very dark, shot like a low budget film, with a few special effects.My friends and I can honestly say that we did not like anything about this film.",Negative
label1," What the HELL were they thinking?: Horrible adaptation of the vertigo comic book is not only a smack in the face of the followers of the book with a flat out moronic screenplay that takes all the good out of the comic but also has the worse actor to play the title role of John Constantine. Keanu Reeves not only makes the role into a joke with his lack of talent but makes everyone around him look bad as well. The cinematography is ugly, making the movie a real eye sour and the special effects lack a certain feel to it. Out of the entire cast, only Rachel Weisz comes out with her dignity intact with a very good performance that the movie squanders in order to let Keanu act like a darker version of his NEO character towards the latter half of the film. They should have taken the material seriously and made a great horror movie out of it but instead, we have a children's movie that geared to Matrix heads.Avoid this film like the plague.",Negative
label1, AWFUL.....................: My goodness. I rented this movie expecting a scary thriller and it almost put me to sleep. This is Keanu Reeves' Sorriest performance to date...... not that he has had many good ones. His acting was horrible in this movie and the whole movie did not make sense and was just plain Boring to watch. I was very disappointed for this film is just plain awful!!!!!!!,Negative
label1," Dumb and pretty bad.: What do you get when you have an actor who can't act, a director who can't direct and a script that is so badly written that you will be laughing your head off at the same time you are throwing up at the pure stupidity of it? You get one of the worse movies ever made. Keanu Reeves performance in this film is so bad, it makes his Bill and Ted movies look Oscar worthy. The direction from first time Director Frances Lawrence is flat out horrible with lousy direction and murky cinematography and the script is so badly written that you are really surprise by what you are hearing from the actors' mouths from time to time. Of all the actors involved only Rachel Weisz and are able to come out of this horrible film with their dignity intact with good performance that this movie really did not deserved. Other than them, almost everybody involved should hang their heads in shame for making such a bad movie.",Negative
label1," Pure stupidly: Horrible and down right stupid Keanu Reeves action/horror movie not only makes the people who pay to see it look stupid but it solidify him as one of the worse actors of our generation with a horrible performance that makes everything about this film into a joke. I feel sorry for his fellow actors which Includes Rachel Weisz, (who give the movie's only real performance) for even being on the same screen with him because despite their good work and effort, he manages to make the movie into a real choir to watch.The word of mouth is justified for this piece of garbage.",Negative
label1," Pretty bad: Very bad Keanu Reeves film that could be one of the worse films ever made. Keanu sinks it up so badly that he should be thrown out of Hollywood all together and they should include the director and the screenwriters as well because the movie is as bad as Keanu's performance. Out of the entire cast only Rachel Weisz gives a real performance in this movie and she is so good in fact that she does almost redeems the entire film but not even her great talent could save it from the script, which is excruciatingly bad and the direction, which is as bad as the script and lacks focus for what its trying to accomplish. The story makes no sense and manages to go against itself in certain scenes and the climax literally destroys the narrative that the movie was trying to build up.Maybe asking for a competed director and a lead actor who can act was a tall order for the producers of this film.",Negative
label1," Makes Hellboy look like a masterpiece.: Dimwitted supernatural thriller that is a major bore for the most part with a dimwitted performance by Keanu Reeves, who is miscast in the main role and a screenplay that is as stupid as it can be. A lot has been said about Rachel Weisz being the only good thing that this movie has to offer and I will agree with that assessment because she does make you care about what is going on with the movie while you are trying to figure out a way to care about the dumb story that is being told. Weisz's performance is much too rich and powerful for a movie like this and she gives you a reason to stick around while in essence there is no reason to even stay till the end. Hellboy was a masterpiece compared to this and that was marginal decent for what it was at the very best.For Weisz's rich and powerful performance, I give the movie two stars. If she were not in the movie, my rating would be in negative numbers. -0.",Negative
label1," Not even a B movie a Z minus movie: Truly a pathetic film.The only few minutes of the film that was interesting was the very beginning after this it raced downhill.The Demons and characters were all unbelievable except for the female lead. I can not fathom the audience for this film except for the blind, deaf and dumb. I have never been a fan of Keanu Reeves but some of his films have been exciting. He brought nothing to this nothing. It is hard to tell whether the fault is the script the director or the actor. In short the film was a total waste of time. More than that it was a total theft of time.",Negative
label1," Comment on CONSTANTINE: I did not like the movie as the dialogue was whispered and it was difficult to understand what was being said, and to make it even more objectionable, the audio level would overwhelm when the scene cut to an action event. The audio level had to be constantly adjusted and the picture was not very sharp even with a Hi-Def monitor. It is suggested Amazon get a limiting amplifier or one of the old CBS Audiomax units like TV broadcasters used in the 60's to prevent the commercials' audio levels from annoying the viewers. Run ALL movies through an audio processor and get this under control.Jim",Negative
label1," This was the worse.: Horrible can't describe this movie in a right light. This was the worse film I have seen in years and this should prove once and for all on how bad Keanu Reeves is as an actor because he's at his worse in this film. He's so bad that he has the uncanny ability to make you feel stupid once the movie is over, that's how bad he is. The script is a huge mess and most of it does not make sense what so ever and the picture is way too dark in certain areas of the film. Rachel Weisz is great in the movie but she's basically carrying Keanu on her shoulders during most of the film while he over acts in horrific ways and she is stranded with a story that really should have had a good rewrite before it became a shooting script. Other than her, the movie is just a huge help of crap that should not have been made.",Negative
label1," Rachel Weisz is great but the movie is a disaster.: Not very good horror action movie that has the right stuff but lacks a certain amount of credibility to mix. Keanu Reeves is semi-fine but miscast and he lacks a character the audience can root for and the rest of the movie is hit or miss in terms of the script which is badly written and the special effects which are not up to par in terms of what has been accomplish recently. I have to agree with what has been said about Rachel Weisz, who is the heart and soul of this movie and she does lift it over the mediocre script and funny dialog. Her performance is golden and worthy of a much better movie.See it for her alone but you will end up feeling sorry for her for being the only good thing about the whole movie.",Negative
label1," Be careful: I bought this tire for asphalt and cement roads, like it's name [ city ride ], but after using them for some monthsI noticed that if you have them with too much pressure the on bumps the bike can hit pretty hard and you can lose the control if you are not prepared; better to use low pressure.But the most problematic situation is the grip. I got into an emergency brake, a car show up in front of me, the driver was distracted, then the tire was completely stopped but slipping because it has zero grip because the center part which that is smooth is too wide.I am planning to create some groove to them just to using some more time.If you want your life don't buy this tire. I trust Continental but this was a failure. I can't imagine this tire in rainy conditions.",Negative
label1, WASTE WASTE WASTE: All I reall have to say is this book is a complete waste of time and money. DONT BOTHER!,Negative
label1," Inedible: I made this gum with my 8 and 4 year old daughters. I ended up making 99.9% of the recipe myself. The gum is impossible to stir and never had a smooth consistancy. The food coloring (red and blue) stain everything and is impossible to get off of your hands...you HAVE to use you hands to knead the gum. The worst part is that even after all of that, the gum tasted terrible! I highly doubt that the manufacturer truely tested this process with parents and children. Frustrating and a waste of time.",Negative
label1," Delivery time too slow: From the time of order to receipt, the book took longer than any vendor I've ordered from previously. There were no courtesy notification of when the item was sent to gauge the time of delivery. The condition of the book was as promised. Overall, I wouldn't order from the same vendor again.",Negative
label1, ben franklin: dont believe we received this book ...could you verify where it was sent and whenwas this a kindle fire book,Negative
label1, boring: I was hoping to really get in to this but it was to boring for me. So that is why it is one star.,Negative
label1, Not for the Southern Hemisphere.: Quite a well thought out book to take around with you.BUT... limited use to me as there are no Southern Hemisphere maps or details (even the Southern Cross is absent).Would not have purchased it had I realised. At least it was cheap!,Negative
label1," johny heeering, I am a fan, I DIDN""T dig it....: The magic just isn't here anymore. I think that every cramps fiend's affection comes from the fact that these guys struggled through pretty much every kind of hardship a band can face (except for a lack of purpose, drive, and motivation) throughout the wild and wooly days of the early punk scene. even the punks didn't get these guys. This album is just too artificial sounding to be a real cramp's album. it sounds like a novelty album for kids. I loved ""sinners"", though. and for that I gave it another star.",Negative
label1, Kindle version: You cannot search terms.. every time you try using kindle search it brings up on average over 40 pages.This is not worth almost 10dollars for kindle version. Your better off with print. The kindle is not designed to scroll pages quickly say like when your with friends.,Negative
label1," Almost too bad for MST3K...: This was one of the worst Sci Fi movies ever! You have to turn the car off or the EM pulse will fry it? Pretty sure it will still fry the electronics when it's off, probably won't kill you though. The big Army truck gets fried as do the guys in it and the good Dr says it fried the the battery and starter. He whips out his cute little red tool box and swaps the battery and alternator from their Jeep Liberty and the big diesel starts! Yeah, right. Apparently the biggest nuclear bombs ever made are pretty light, it only took four guys to load them into the truck, how did they get them into the Russian sub that just happened to be on the west coast? An old Russian Diesel sub can make it to the bottom of the Marianas Trench? 36,000 feet down? Really? And the guy with the pacemaker, why didn't the earlier EM pulses fry his pacemaker? These are just some of the gross abuses of reality, there are many more, don't bother unless you want something to laugh at, in disbelief.",Negative
label1," disappointment: After reading all the great reviews I was thinking that this stuff was really strong and going to work. I was expecting to feel a light burning sensation so I could tell that it was working. I tried using this several times and it did nothing. I don't know if I just got a bad one because it looked like it was somewhat melted when I opened it. Too me, I felt like I was putting chapstick on a wart and hoping it would work.",Negative
label1," Doesn't work good, very disapointed: I purchased this product due to all the great reviews. I have used this on my daughters leg for several weeks and still nothing. My daughters leg looks to be rubbed raw but there has been no progress with her warts. I am very disapointed with this medicine!!!",Negative
label1," terrible product: Bought this to remove a wart. Weeks later of apply several times a day...minimal results.I threw it away. What a joke. I did then buy trichloroacetic acid 50% and boom...the wart was gone.More expensive, but cheaper than buying the ""freeze away"" over and over.",Negative
label1," Not worth it.: I had a bunch of plantars warts on my heel that had been there for a while and just kept multiplying. I was under the impression that they had to be removed by a doctor, until I saw this product. I immediately ordered it and began using it religiously. A couple weeks passed and I didn't see a change in the warts. The skin around them wasn't looking so good, but the warts were still thriving. I read online that a lot of people have luck with apple cider vinegar, so I tried that. MUCH better results. Forget this product, just go to the store and get some ACV, cotton balls and duct tape.",Negative
label1, looks like chap stick: I got the wart stick for my grand daughter (11 yrs old) she has a wart on her hand and foot! but i was afraid to give it to her or my daughter because it looks just like chap stick! and my Grand daughter has a lot of little friends.so the stick is at the dump.there for i don't know if it works or not.,Negative
label1," With Love by Hilary Duff: This product was delivered promptly and efficiently within three days of ordering it.Don't like the scent anymore however, I don't know if I have changed or if it is an old batch.",Negative
label1," NOT AS MY EXPECTATION AT ALL!: I thought it's a score book, just like ""The Corrs / The Corrs"", but I am totally wrong.",Negative
label1," Looked cool :(: I am an avid ps2 gamer. I purchased this from a local store because of its apparent convenience. Was I ever wrong. The device has a battery indicator on it with 4 bars. When the batteries go down to 3 bars, I have a very sporadic connection to my ps2 (my ps2 is only 10ft away). After a while of playing Everquest Online, this became very annoying and inconvenient. After a month, I ditched this and bought a cable extender. Another expensive lesson. :(",Negative
label1, BALLS EVERYWHERE!: We live in AK and so we thought we needed to find something to keep our toddler active while being cooped up during the winter. Our son loves it...WE HATE IT! It takes up almost the whole living room...that's not the bad part! There is only a bottom in the Large section. The two medium section are open on the bottom so there are always balls everywhere! We bought extra balls (which you need) but our house turns into a ball pit! But we make it a game with our toddler to pick up the balls...but WARNING you will be finding balls for days!,Negative
label1," Flimsy and Seams Coming Apart: I think it is a hit or miss on this product. I have a friend that has a Playhut and it is fine. We just opened ours and at least 6 seams are coming undone (not sewn correctly), there are a couple holes in the material, 2 forgotten attachment loops, and it is rather flimsy. Kids still like it, though it isn't going to last too long.",Negative
label1," You call this a mystery?: I don't get what people like about this book. Lindsey is a fluid writer, good describer, but his characters spend way too much time in their own heads and the action, in this book at least, is predictable and rendered downright boring. All the lurid details that are supposed to add to the ""psychoerotic"" nature of the book come off as crude and off-putting instead, like a geek at a sideshow biting the head off a chicken. And anyone who can't guess the ""surprise twist"" by page 25 wasn't reading very closely.",Negative
label1," Disappointed!: Although David Lindsey has a talent for descriptive prose, this book overall was a big disappointment to me. He did not seem to have a clear idea how the plot would unravel, and left too many loose ends. Each time I expected a new wrinkle to develop from a piece of evidence, he didn't bother to tie it in. I think it's possible that he didn't even know how it would end until it did, and at that point he was just tired of writing. If you decide to read this book, be prepared to see very ugly things with no redeeming human value, and be prepared to be left wondering . . . ""what ever happened with the  ?""",Negative
label1," Not like the ones I've seen--not as good: Instead of being a better product, this one is made cheaper and seems flimsy and doesn't respond like the ""older"" versions. Aren't things supposed to get better? This one is made in China--where all the leaded paint and computer things are being messed with/sabatoged?Wish I'd gone into a store and looked at it, held it (this one is lighter & not good quality) and the color is dark (not the bright red or blue I've always used/seen) and hard to read the text, too.Would have sent it back, but for the shipping costs (which ran up the price).",Negative
label1," ...: The music on this set is fine, as Ms Day always is. However it has a quirk I find distasteful. On the third cd is a hidden track, track 13 to be exact that throws all the songs out of sequence if you rip it. I wouldn't recommend buying this for that reason alone. All the songs are available on other cd's so it's no problem skipping over this one. It seems if they want to mess with people and keep it a secret until after the money is spent then my money will be spent elsewhere.",Negative
label1," Nice instight hidden in the pages: The book is not bad. The most valuable sections of this book include topics of Structure-Process-Outcome (sometimes), cognitive learning, values, culture, goals, working with tools, and communication. The diagrams and tables in this book are almost not helpful at all; sometimes you wonder if diagrams like figure 1-3 on page 23 is downright necessary to have there. I felt like parts four and five of the book really dragged on unnecessarily, especially the chapter on organizational engineering. It seemed as if the book completely broke down and lost it after page 300. I think that Hoemann had a lot of potential in this book when I first saw it, and I was let down. Another nice thing would be for him to drop the plethora of coined-terms. Overall, there is some really nice thoughts in here, but there is a lot of unnecessary things that you have to thumb through.",Negative
label1," Too much money for too few channels: This antenna may work for some people, but for me it was another regrettable purchase. The assembly is fairly easy, but the results proved a letdown. I bought the Terk in hopes it would work perfectly with the Samsung DTB-H260F set top box I am using to bring in free OTA digital and HD stations. But I tried two different positions with the Terk and its 10db amp was only able to bring in three or four local DT stations at best. Analog reception proved even worse. When I took off the Terk and replaced it with a coventionally-designed, less expensive indoor antenna with a 45db amp in those same positions, the difference in performance was amazing...I could get between 12 and 15 DT channels. In conclusion, my advice is to avoid the hype about unusual antenna design and go for maximum decibel amplification. It's that extra power that made the difference for me. Sorry Terk...",Negative
label1, Obfuscation of even the most trivial slices of code: Bought the book over a month ago and totally disagree with a lot of the reviews online; book is almost totally unreadable as it takes even the most simple pieces of code and over complicates them to the point where you just end up closing the cover and say what a waste of money.,Negative
label1," It's not hype!: This book has so many pearls of wisdom. It's very simply written, so do not expect this to be a typical NYT bestseller like the one you read last week. I believe this book was written in the '40s, and although much of the vernacular in the book is obviously of a different period in time, it has a timeless and universal appeal. I haven't even finished it yet, but have already decided, enough with the library version, I want my own copy so that I can use the advice it offers later on in life. Don't miss this one, and make sure you tell your friends about it, so that they can come and thank you later, and you can say ""I told you so"".",Negative
label1, Saw the: movie MANY years ago. Loved it then and loved the story as I read it. Times were tough by our standards but attitudes were good and mostly positive. Good read.,Negative
label1," Great book, good condition: Loved the book! Read it in 5 days. The condition was as advertised by the seller. Would recommend it to other people.",Negative
label1," It's both gorgeous and a good read: This has been my favorite book now for a couple of months, and I finally had to write a review that disagrees with the previous negative ones. There's no nice way to say this, but maybe there is a new money-old money difference in perception here. What I see in the book is one gorgeous and highly livable room after another. Lively, vibrant, personal and comfortable homes obviously used by real people. What I didn't expect was that I would pick up as many decorating ideas for my own home as I did.",Negative
label1," ""Conversation"" video: I bought this video for the ""Conversation"" video where Waylon Jennings and Hank Williams Jr. are playing their guitars, singing, and sharing whisky. I like when they raise their whisky glasses to each other. This is a comical, well put together video with Robert Duvall. I like the 3 videos that tied together like a mini-movie... EVERY WALON JENNINGS FAN SHOULD OWN THIS GREAT VIDEO!...",Negative
label1," Not What I Expected: I looked forward to this celebration CD very eagerly. However, the disappointment was great other than Gretchen Davis. I've been a fan of Kristofferson for 35-40 years and that could be the problem. There are very few people who can sing his songs - Johnny, Waylon, Willie, and Kris. I far preferred and really love the ""This Old Road"" CD.Donna",Negative
label1," Hooray for Doris!: These two albums have been (thankfully) put on one CD. Doris is at her best here, particularly with sassy renditions of ""Cheek to Cheek"" and ""Easy to Love."" The title song, with its slow beginning to its jazzy ending, is sung by Doris in an ironic and humorous manner; even the composer admits that her rendition of ""Horray for Hollywood"" is the best version by any singer. On Volume 2, she sings wistfully of ""It Might As Well Be Spring"" and ""Three Coins in the Fountain"" as well sings coyly ""Nice Work If You Can Get It"" and ""I've Got My Love to Keep Me Warm."" Also, ""Over the Rainbow"" and ""Blues in the Night"" are stand-outs.",Negative
label1," Strangely compelling, but not really all that great: I gave this book two stars because of its original approach to an old idea. The zombies in this book (called ""bodies."" The z word is never used.) were different enough to draw my attention.Unfortunately, that is really all this book had going for it. The author failed to show me any reason to be afraid of these bodies. I was told over and over that the survivors were afraid, but I saw no compelling reason for that.If you do decide to try this book, because of all the (wtf) 4+ reviews everywhere, I recommend you (a) get it from the library and (b) stop at book one.",Negative
label1, Excelent: This is the second time I bought the same book from Stamatis.The first one I gave to one friend. He push me do give it as a gift.This second edition is far better.,Negative
label1," Good System: I've used the Voice Alert System for about a month now. It works good but does false trigger some. I've tried moving the sensor and adjusting the sensivitity and it has helped. I may just need to tweak it a little more. It has never failed to trigger when someone has entered the area, which is the important part. I don't know that I would hook it to a siren but I'm very happy with the system. Instructions that come with the unit are very good but where a little unclear about how to hook up the external devices to be trigged. I plan to add a light to be activialed in the warehouse for night. I did buy an extra sensor for the driveway and some of the false alerts there are casued by birds flying in front of the sensor. It's a good 120' away and the base unit is inside a brick building in an interior room (2 walls). It picks up all traffic in the drive. Good system for the money.",Negative
label1," Great Puzzle: Although it took a long time to receive this puzzle, it was worth the wait. My kids love trying to figure out how to maneuver the vehicles to get them to a building. I would recommend this for children over 2. It takes a lot of fine motor coordination to move the vehicles.",Negative
label1," First prize.: This book has found a permanent spot in my home, namely, on my desk, where I do all my hobbies. It has loads of great ideas that I've already used. Can't wait for the author's next book --apparantly its a sourcebook on animal designs.",Negative
label1, Do Not Buy: This item did not work and it just irritates your skin. You think it works because you see your skin being irritated and think that it's the product doing its job but it doesn't work. Not only was this way more expensive than the other corn sticks but it also was a waste of my money.,Negative
label1," a total rip if you own ""Music has the right to children"": If you already own ""Music has the right to children"" and you are itching for more BoC like I was then just take a deep breath and be content with ""Music.."" becasue this cd is a money making scheme just about. All the songs on it are the same ones, there is no re-mixing at all. But, there is one exception at the end they play a 2 minute bit that gets you excited but then ends. This is hardly worth 12.99 so looks like you and me are gonna have to wait until BoC makes a new album. Awwwwwwwww hurry up guys!",Negative
label1," Watch Out for Those Bones: Forensic pathologist Temp Brennan spends part of each year in North Carolina and part of it in Quebec -- investigating death. Usually her investigations find her examining bodies and bones of historical deaths or of recent deaths where normal means of pathological investigation aren't effective. Author Kathy Reichs clearly knows her pathology. Herself a practitioner, she makes her field exciting for the reader to learn about. In addition her character Temp Brennan finds herself in the midst of people who's deaths have been quite mysterious. Death Du Jour travels from uncovering the hundred year old remains of a nun who is believed to be a Saint to the sleaziness of a cult who might just be killing people as part of their worship. Temp Brennan isn't just a laboratory investigator. She is indeed one solid pathologist who is not particularly willing to let a case close without getting to the bottom of it. A fascinating world and a well told mystery.",Negative
label1," Dull, flat writing kills the fun: Gore yes, lots of information about autopsies and assorted other matters, rather too-clearly-fictitious characters ... It all adds up to a rather flat, dispiriting formula effort. If you just HAVE to know who's responsible every time you read of a fictitious killing, then you'll get through this, otherwise it becomes rather a drag.",Negative
label1," Awful!: This book was boring and poorly written. The plot was weak and obvious, but worse than that, the writing was simplistic and choppy- very hard to read. I always finish books that I start and this one I almost put down. I only finished it, by skimming because the reading was so choppy, because I had already bought it and couldn't return it. No character development, no characterization of the characters at all, and the dialogue is flat and boring and only serves to advance plot. Descriptions don't describe-they tell in short sentances, or they lecture. I'm a scientist and I found this book boring and annoying!This is my second Reichs novel. The other was better, but I won't be coming back. Save your money and your time!",Negative
label1," Vivid descriptions and fast moving plot: Although it has been some time since I read this story, its vivid descriptions have stayed with me. The author does a marvelous job of describing the Southern California beach city setting, so much so that while driving on Sepulvida two months ago, I saw a drab three-story stucco commercial building and simply knew that it must be the building that houses the call-center. Also typically Southern Californian, the car chase contained endless minutes at a jam-packed intersection with the driver cursing himself for chosing the wrong route.Overall, Hotline is an entertaining story that keeps the pages turning.",Negative
label1," THE BOOK IS AN EXCELLENT ENDING. . . OR IS IT?!: This book is ultra-rare, so if you can get a copy, keep it. I stole mine from the public library. The book visits some of the old Spacer worlds from the Robot novels, and it is interesting to see how time has treated them. This book also provides incite into the WHOLE Foundation series! THIS IS A MUST!!!!!",Negative
label1," asimov is a genius.: Anyone who hasn't read about Hari Seldon and Psychohistory needs to. Though it's a fictional science in the book, I wouldn't be suprised if someone wasn't studying it today. Asimov's writing is compelling ... not too full of sci-fi babble which often sounds odd to readers 40 years later, and that makes it pretty timeless. Many older books constantly irritate me in this manner.",Negative
label1, A Collector's Review: An Awesome book because it is full of many heroes and many villians in the marvel universe.,Negative
